datetime,date,at_dry,at_wet,rh,raw,chk_note,chk_fail
21/06/1987 00:00:00,21/06/1987,0.00,0.00,0.00,0.00,"missing",""
22/06/1987 12:00:00,22/06/1987,30.30,27.50,83.00,83.00,"nc",""
23/06/1987 12:00:00,23/06/1987,31.70,28.30,80.00,80.00,"nc",""
24/06/1987 12:00:00,24/06/1987,28.60,26.40,85.00,85.00,"nc",""
25/06/1987 12:00:00,25/06/1987,31.10,28.10,80.00,80.00,"nc",""
26/06/1987 12:00:00,26/06/1987,28.30,26.70,89.00,89.00,"nc",""
27/06/1987 12:00:00,27/06/1987,30.00,28.30,89.00,89.00,"nc",""
28/06/1987 12:00:00,28/06/1987,31.70,28.30,80.00,80.00,"nc",""
29/06/1987 12:00:00,29/06/1987,29.70,27.50,85.00,85.00,"nc",""
30/06/1987 12:00:00,30/06/1987,26.10,25.00,92.00,92.00,"nc",""
01/07/1987 12:00:00,01/07/1987,30.00,25.80,73.00,73.00,"nc",""
02/07/1987 12:00:00,02/07/1987,30.60,26.70,76.00,76.00,"nc",""
03/07/1987 12:00:00,03/07/1987,28.30,26.10,85.00,85.00,"nc",""
04/07/1987 12:00:00,04/07/1987,28.90,25.60,78.00,78.00,"nc",""
05/07/1987 12:00:00,05/07/1987,26.10,26.10,100.00,100.00,"nc",""
06/07/1987 12:00:00,06/07/1987,32.20,27.80,74.00,74.00,"nc",""
07/07/1987 00:00:00,07/07/1987,0.00,0.00,0.00,0.00,"missing",""
08/07/1987 12:00:00,08/07/1987,29.70,26.90,82.00,82.00,"nc",""
09/07/1987 12:00:00,09/07/1987,30.00,27.20,83.00,83.00,"nc",""
10/07/1987 12:00:00,10/07/1987,31.70,27.80,77.00,77.00,"nc",""
11/07/1987 12:00:00,11/07/1987,31.10,28.30,83.00,83.00,"nc",""
12/07/1987 12:00:00,12/07/1987,31.70,28.90,83.00,83.00,"nc",""
13/07/1987 00:00:00,13/07/1987,0.00,0.00,0.00,0.00,"missing",""
14/07/1987 12:00:00,14/07/1987,29.20,27.80,93.00,93.00,"nc",""
15/07/1987 12:00:00,15/07/1987,31.10,27.50,77.00,77.00,"nc",""
16/07/1987 12:00:00,16/07/1987,29.20,26.90,85.00,85.00,"nc",""
17/07/1987 12:00:00,17/07/1987,28.30,25.60,82.00,82.00,"nc",""
18/07/1987 12:00:00,18/07/1987,28.90,25.60,78.00,78.00,"nc",""
19/07/1987 12:00:00,19/07/1987,32.20,27.80,74.00,74.00,"nc",""
20/07/1987 12:00:00,20/07/1987,33.30,29.40,77.00,77.00,"nc",""
21/07/1987 12:00:00,21/07/1987,25.00,25.60,100.00,100.00,"nc",""
22/07/1987 12:00:00,22/07/1987,25.00,25.00,100.00,100.00,"nc",""
23/07/1987 00:00:00,23/07/1987,0.00,0.00,0.00,0.00,"missing",""
24/07/1987 12:00:00,24/07/1987,29.40,28.30,93.00,93.00,"nc",""
25/07/1987 12:00:00,25/07/1987,28.30,26.70,89.00,89.00,"nc",""
26/07/1987 12:00:00,26/07/1987,28.90,27.80,93.00,93.00,"nc",""
27/07/1987 00:00:00,27/07/1987,0.00,0.00,0.00,0.00,"missing",""
28/07/1987 00:00:00,28/07/1987,0.00,0.00,0.00,0.00,"missing",""
29/07/1987 00:00:00,29/07/1987,0.00,0.00,0.00,0.00,"missing",""
30/07/1987 12:00:00,30/07/1987,28.90,28.30,96.00,96.00,"nc",""
31/07/1987 12:00:00,31/07/1987,28.90,27.80,93.00,93.00,"nc",""
01/08/1987 12:00:00,01/08/1987,28.30,27.80,96.00,96.00,"nc",""
02/08/1987 12:00:00,02/08/1987,26.10,25.00,92.00,92.00,"nc",""
03/08/1987 00:00:00,03/08/1987,0.00,0.00,0.00,0.00,"missing",""
04/08/1987 00:00:00,04/08/1987,0.00,0.00,0.00,0.00,"missing",""
05/08/1987 00:00:00,05/08/1987,0.00,0.00,0.00,0.00,"missing",""
06/08/1987 12:00:00,06/08/1987,31.70,30.60,93.00,93.00,"nc",""
07/08/1987 12:00:00,07/08/1987,33.10,30.80,86.00,86.00,"nc",""
08/08/1987 12:00:00,08/08/1987,29.40,28.90,96.00,96.00,"nc",""
09/08/1987 12:00:00,09/08/1987,28.90,27.20,93.00,93.00,"nc",""
10/08/1987 00:00:00,10/08/1987,0.00,0.00,0.00,0.00,"missing",""
11/08/1987 12:00:00,11/08/1987,31.90,30.60,93.00,93.00,"nc",""
12/08/1987 00:00:00,12/08/1987,0.00,0.00,0.00,0.00,"missing",""
13/08/1987 00:00:00,13/08/1987,0.00,0.00,0.00,0.00,"missing",""
14/08/1987 12:00:00,14/08/1987,30.60,29.40,93.00,93.00,"nc",""
15/08/1987 12:00:00,15/08/1987,32.20,31.70,96.00,96.00,"nc",""
16/08/1987 12:00:00,16/08/1987,30.60,29.40,93.00,93.00,"nc",""
17/08/1987 00:00:00,17/08/1987,0.00,0.00,0.00,0.00,"missing",""
18/08/1987 12:00:00,18/08/1987,32.20,30.60,90.00,90.00,"nc",""
19/08/1987 12:00:00,19/08/1987,29.40,28.30,93.00,93.00,"nc",""
20/08/1987 12:00:00,20/08/1987,29.70,28.30,93.00,93.00,"nc",""
21/08/1987 12:00:00,21/08/1987,32.80,31.10,90.00,90.00,"nc",""
22/08/1987 00:00:00,22/08/1987,0.00,0.00,0.00,0.00,"missing",""
23/08/1987 00:00:00,23/08/1987,0.00,0.00,0.00,0.00,"missing",""
24/08/1987 00:00:00,24/08/1987,0.00,0.00,0.00,0.00,"missing",""
25/08/1987 12:00:00,25/08/1987,29.70,28.30,93.00,93.00,"nc",""
26/08/1987 12:00:00,26/08/1987,28.60,27.50,93.00,93.00,"nc",""
27/08/1987 12:00:00,27/08/1987,30.60,29.40,93.00,93.00,"nc",""
28/08/1987 12:00:00,28/08/1987,25.60,22.20,77.00,77.00,"nc",""
29/08/1987 00:00:00,29/08/1987,0.00,0.00,0.00,0.00,"missing",""
30/08/1987 00:00:00,30/08/1987,0.00,0.00,0.00,0.00,"missing",""
31/08/1987 00:00:00,31/08/1987,0.00,0.00,0.00,0.00,"missing",""
01/09/1987 12:00:00,01/09/1987,28.60,27.50,93.00,93.00,"nc",""
02/09/1987 12:00:00,02/09/1987,29.40,28.60,96.00,96.00,"nc",""
03/09/1987 12:00:00,03/09/1987,31.90,30.00,90.00,90.00,"nc",""
04/09/1987 12:00:00,04/09/1987,25.80,25.00,96.00,96.00,"nc",""
05/09/1987 12:00:00,05/09/1987,28.30,29.40,93.00,93.00,"nc",""
06/09/1987 12:00:00,06/09/1987,27.20,28.30,93.00,93.00,"nc",""
07/09/1987 00:00:00,07/09/1987,0.00,0.00,0.00,0.00,"missing",""
08/09/1987 12:00:00,08/09/1987,26.70,25.60,92.00,92.00,"nc",""
09/09/1987 12:00:00,09/09/1987,30.60,29.20,93.00,93.00,"nc",""
10/09/1987 12:00:00,10/09/1987,30.60,28.60,89.00,89.00,"nc",""
11/09/1987 12:00:00,11/09/1987,31.10,29.70,93.00,93.00,"nc",""
12/09/1987 12:00:00,12/09/1987,32.20,30.60,90.00,90.00,"nc",""
13/09/1987 12:00:00,13/09/1987,29.40,28.30,93.00,93.00,"nc",""
14/09/1987 00:00:00,14/09/1987,0.00,0.00,0.00,0.00,"missing",""
15/09/1987 00:00:00,15/09/1987,0.00,0.00,0.00,0.00,"missing",""
16/09/1987 12:00:00,16/09/1987,30.60,29.40,93.00,93.00,"nc",""
17/09/1987 12:00:00,17/09/1987,30.60,29.40,93.00,93.00,"nc",""
18/09/1987 12:00:00,18/09/1987,29.40,28.30,93.00,93.00,"nc",""
19/09/1987 12:00:00,19/09/1987,31.70,29.40,86.00,86.00,"nc",""
20/09/1987 12:00:00,20/09/1987,25.00,23.90,92.00,92.00,"nc",""
21/09/1987 00:00:00,21/09/1987,0.00,0.00,0.00,0.00,"missing",""
22/09/1987 12:00:00,22/09/1987,31.10,30.00,93.00,93.00,"nc",""
23/09/1987 12:00:00,23/09/1987,32.80,31.10,90.00,90.00,"nc",""
24/09/1987 12:00:00,24/09/1987,31.10,30.60,96.00,96.00,"nc",""
25/09/1987 12:00:00,25/09/1987,31.10,29.70,93.00,93.00,"nc",""
26/09/1987 12:00:00,26/09/1987,27.80,26.70,92.00,92.00,"nc",""
27/09/1987 12:00:00,27/09/1987,29.40,30.60,93.00,93.00,"nc",""
28/09/1987 00:00:00,28/09/1987,0.00,0.00,0.00,0.00,"missing",""
29/09/1987 12:00:00,29/09/1987,32.80,28.30,74.00,74.00,"nc",""
30/09/1987 12:00:00,30/09/1987,25.00,24.70,100.00,100.00,"nc",""
01/10/1987 12:00:00,01/10/1987,27.80,25.80,89.00,89.00,"nc",""
02/10/1987 12:00:00,02/10/1987,28.30,26.10,85.00,85.00,"nc",""
03/10/1987 12:00:00,03/10/1987,30.60,28.30,86.00,86.00,"nc",""
04/10/1987 12:00:00,04/10/1987,28.30,26.70,89.00,89.00,"nc",""
05/10/1987 00:00:00,05/10/1987,0.00,0.00,0.00,0.00,"missing",""
06/10/1987 12:00:00,06/10/1987,31.70,28.30,80.00,80.00,"nc",""
07/10/1987 12:00:00,07/10/1987,27.80,25.30,82.00,82.00,"nc",""
08/10/1987 00:00:00,08/10/1987,0.00,0.00,0.00,0.00,"missing",""
09/10/1987 12:00:00,09/10/1987,28.10,25.80,85.00,85.00,"nc",""
10/10/1987 12:00:00,10/10/1987,31.70,28.90,83.00,83.00,"nc",""
11/10/1987 12:00:00,11/10/1987,31.70,27.20,73.00,73.00,"nc",""
12/10/1987 00:00:00,12/10/1987,0.00,0.00,0.00,0.00,"missing",""
13/10/1987 12:00:00,13/10/1987,31.70,26.90,70.00,70.00,"nc",""
14/10/1987 00:00:00,14/10/1987,0.00,0.00,0.00,0.00,"missing",""
15/10/1987 00:00:00,15/10/1987,0.00,0.00,0.00,0.00,"missing",""
16/10/1987 12:00:00,16/10/1987,31.70,24.20,53.00,53.00,"nc",""
17/10/1987 12:00:00,17/10/1987,27.20,25.00,85.00,85.00,"nc",""
18/10/1987 12:00:00,18/10/1987,27.20,25.00,85.00,85.00,"nc",""
19/10/1987 00:00:00,19/10/1987,0.00,0.00,0.00,0.00,"missing",""
20/10/1987 12:00:00,20/10/1987,28.90,25.00,75.00,75.00,"nc",""
21/10/1987 12:00:00,21/10/1987,30.60,26.10,73.00,73.00,"nc",""
22/10/1987 12:00:00,22/10/1987,28.90,26.70,85.00,85.00,"nc",""
23/10/1987 12:00:00,23/10/1987,28.90,26.10,82.00,82.00,"nc",""
24/10/1987 12:00:00,24/10/1987,29.40,25.00,72.00,72.00,"nc",""
25/10/1987 12:00:00,25/10/1987,28.30,27.80,96.00,96.00,"nc",""
26/10/1987 00:00:00,26/10/1987,0.00,0.00,0.00,0.00,"missing",""
27/10/1987 12:00:00,27/10/1987,30.00,25.80,73.00,73.00,"nc",""
28/10/1987 12:00:00,28/10/1987,29.40,25.00,72.00,72.00,"nc",""
29/10/1987 12:00:00,29/10/1987,24.40,23.90,96.00,96.00,"nc",""
30/10/1987 12:00:00,30/10/1987,27.80,25.60,85.00,85.00,"nc",""
31/10/1987 12:00:00,31/10/1987,25.60,24.40,92.00,92.00,"nc",""
01/11/1987 00:00:00,01/11/1987,0.00,0.00,0.00,0.00,"missing",""
02/11/1987 00:00:00,02/11/1987,0.00,0.00,0.00,0.00,"missing",""
03/11/1987 12:00:00,03/11/1987,26.70,25.60,92.00,92.00,"nc",""
04/11/1987 12:00:00,04/11/1987,27.20,24.20,78.00,78.00,"nc",""
05/11/1987 12:00:00,05/11/1987,26.70,25.60,92.00,92.00,"nc",""
06/11/1987 00:00:00,06/11/1987,0.00,0.00,0.00,0.00,"missing",""
07/11/1987 12:00:00,07/11/1987,26.10,25.00,92.00,92.00,"nc",""
08/11/1987 00:00:00,08/11/1987,0.00,0.00,0.00,0.00,"missing",""
09/11/1987 12:00:00,09/11/1987,30.80,26.70,73.00,73.00,"nc",""
10/11/1987 12:00:00,10/11/1987,33.30,29.40,77.00,77.00,"nc",""
11/11/1987 12:00:00,11/11/1987,32.80,27.20,65.00,65.00,"nc",""
12/11/1987 12:00:00,12/11/1987,33.30,28.30,68.00,68.00,"nc",""
13/11/1987 12:00:00,13/11/1987,30.00,27.80,86.00,86.00,"nc",""
14/11/1987 12:00:00,14/11/1987,28.90,26.70,85.00,85.00,"nc",""
15/11/1987 00:00:00,15/11/1987,0.00,0.00,0.00,0.00,"missing",""
16/11/1987 12:00:00,16/11/1987,28.90,26.70,85.00,85.00,"nc",""
17/11/1987 12:00:00,17/11/1987,32.80,28.30,74.00,74.00,"nc",""
18/11/1987 12:00:00,18/11/1987,32.80,28.10,71.00,71.00,"nc",""
19/11/1987 12:00:00,19/11/1987,30.60,27.20,79.00,79.00,"nc",""
20/11/1987 00:00:00,20/11/1987,0.00,0.00,0.00,0.00,"missing",""
21/11/1987 12:00:00,21/11/1987,30.60,27.20,79.00,79.00,"nc",""
22/11/1987 12:00:00,22/11/1987,30.00,26.70,79.00,79.00,"nc",""
23/11/1987 12:00:00,23/11/1987,28.90,26.70,85.00,85.00,"nc",""
24/11/1987 12:00:00,24/11/1987,28.90,26.70,85.00,85.00,"nc",""
25/11/1987 12:00:00,25/11/1987,23.90,23.90,100.00,100.00,"nc",""
26/11/1987 12:00:00,26/11/1987,25.00,24.40,96.00,96.00,"nc",""
27/11/1987 12:00:00,27/11/1987,29.40,26.10,79.00,79.00,"nc",""
28/11/1987 12:00:00,28/11/1987,27.20,26.10,92.00,92.00,"nc",""
29/11/1987 12:00:00,29/11/1987,31.70,26.70,67.00,67.00,"nc",""
30/11/1987 12:00:00,30/11/1987,30.60,27.20,79.00,79.00,"nc",""
01/12/1987 12:00:00,01/12/1987,31.70,26.10,64.00,64.00,"nc",""
02/12/1987 12:00:00,02/12/1987,25.60,24.40,92.00,92.00,"nc",""
03/12/1987 12:00:00,03/12/1987,26.10,24.40,88.00,88.00,"nc",""
04/12/1987 12:00:00,04/12/1987,26.10,24.40,88.00,88.00,"nc",""
05/12/1987 12:00:00,05/12/1987,30.00,25.00,67.00,67.00,"nc",""
06/12/1987 00:00:00,06/12/1987,0.00,0.00,0.00,0.00,"missing",""
07/12/1987 12:00:00,07/12/1987,26.70,25.00,88.00,88.00,"nc",""
08/12/1987 00:00:00,08/12/1987,0.00,0.00,0.00,0.00,"missing",""
09/12/1987 12:00:00,09/12/1987,28.30,25.60,82.00,82.00,"nc",""
10/12/1987 12:00:00,10/12/1987,29.40,26.70,82.00,82.00,"nc",""
11/12/1987 12:00:00,11/12/1987,27.80,26.10,89.00,89.00,"nc",""
12/12/1987 12:00:00,12/12/1987,28.30,25.60,82.00,82.00,"nc",""
13/12/1987 12:00:00,13/12/1987,26.10,23.30,81.00,81.00,"nc",""
14/12/1987 12:00:00,14/12/1987,29.40,27.20,85.00,85.00,"nc",""
15/12/1987 12:00:00,15/12/1987,28.30,28.30,100.00,100.00,"nc",""
16/12/1987 12:00:00,16/12/1987,31.70,27.20,73.00,73.00,"nc",""
17/12/1987 12:00:00,17/12/1987,31.70,27.80,77.00,77.00,"nc",""
18/12/1987 12:00:00,18/12/1987,32.80,26.10,60.00,60.00,"nc",""
19/12/1987 12:00:00,19/12/1987,29.40,26.10,79.00,79.00,"nc",""
20/12/1987 12:00:00,20/12/1987,30.60,29.40,93.00,93.00,"nc",""
21/12/1987 12:00:00,21/12/1987,32.20,28.90,80.00,80.00,"nc",""
22/12/1987 12:00:00,22/12/1987,33.30,28.30,68.00,68.00,"nc",""
23/12/1987 12:00:00,23/12/1987,32.80,27.80,68.00,68.00,"nc",""
24/12/1987 00:00:00,24/12/1987,0.00,0.00,0.00,0.00,"missing",""
25/12/1987 12:00:00,25/12/1987,30.60,25.00,64.00,64.00,"nc",""
26/12/1987 12:00:00,26/12/1987,30.60,26.10,73.00,73.00,"nc",""
27/12/1987 12:00:00,27/12/1987,30.60,29.40,93.00,93.00,"nc",""
28/12/1987 12:00:00,28/12/1987,31.10,26.70,73.00,73.00,"nc",""
29/12/1987 12:00:00,29/12/1987,31.70,26.10,64.00,64.00,"nc",""
30/12/1987 12:00:00,30/12/1987,30.60,28.30,86.00,86.00,"nc",""
31/12/1987 12:00:00,31/12/1987,32.20,26.10,62.00,62.00,"nc",""
01/01/1988 12:00:00,01/01/1988,31.70,26.70,67.00,67.00,"nc",""
02/01/1988 12:00:00,02/01/1988,32.20,26.70,65.00,65.00,"nc",""
03/01/1988 12:00:00,03/01/1988,32.20,26.70,65.00,65.00,"nc",""
04/01/1988 12:00:00,04/01/1988,32.20,26.70,65.00,65.00,"nc",""
05/01/1988 12:00:00,05/01/1988,32.20,26.70,65.00,65.00,"nc",""
06/01/1988 12:00:00,06/01/1988,32.80,25.60,57.00,57.00,"nc",""
07/01/1988 12:00:00,07/01/1988,31.40,25.60,64.00,64.00,"nc",""
08/01/1988 12:00:00,08/01/1988,31.70,25.80,61.00,61.00,"nc",""
09/01/1988 12:00:00,09/01/1988,28.90,25.60,78.00,78.00,"nc",""
10/01/1988 12:00:00,10/01/1988,28.90,25.60,78.00,78.00,"nc",""
11/01/1988 12:00:00,11/01/1988,31.40,26.10,67.00,67.00,"nc",""
12/01/1988 12:00:00,12/01/1988,32.80,26.40,62.00,62.00,"nc",""
13/01/1988 12:00:00,13/01/1988,31.10,26.40,67.00,67.00,"nc",""
14/01/1988 12:00:00,14/01/1988,26.40,25.30,92.00,92.00,"nc",""
15/01/1988 12:00:00,15/01/1988,31.10,25.00,61.00,61.00,"nc",""
16/01/1988 12:00:00,16/01/1988,28.90,27.20,89.00,89.00,"nc",""
17/01/1988 12:00:00,17/01/1988,31.10,26.70,73.00,73.00,"nc",""
18/01/1988 00:00:00,18/01/1988,0.00,0.00,0.00,0.00,"missing",""
19/01/1988 12:00:00,19/01/1988,31.70,25.60,61.00,61.00,"nc",""
20/01/1988 12:00:00,20/01/1988,31.10,25.60,64.00,64.00,"nc",""
21/01/1988 12:00:00,21/01/1988,33.30,26.10,57.00,57.00,"nc",""
22/01/1988 12:00:00,22/01/1988,31.70,25.30,61.00,61.00,"nc",""
23/01/1988 12:00:00,23/01/1988,26.70,23.90,81.00,81.00,"nc",""
24/01/1988 12:00:00,24/01/1988,32.20,25.00,57.00,57.00,"nc",""
25/01/1988 12:00:00,25/01/1988,30.60,26.10,73.00,73.00,"nc",""
26/01/1988 12:00:00,26/01/1988,31.10,24.40,59.00,59.00,"nc",""
27/01/1988 12:00:00,27/01/1988,27.50,23.60,71.00,71.00,"nc",""
28/01/1988 12:00:00,28/01/1988,33.30,24.70,50.00,50.00,"nc",""
29/01/1988 12:00:00,29/01/1988,31.10,25.60,64.00,64.00,"nc",""
30/01/1988 12:00:00,30/01/1988,32.20,25.60,60.00,60.00,"nc",""
31/01/1988 12:00:00,31/01/1988,32.20,26.70,65.00,65.00,"nc",""
01/02/1988 00:00:00,01/02/1988,0.00,0.00,0.00,0.00,"missing",""
02/02/1988 12:00:00,02/02/1988,29.70,25.80,76.00,76.00,"nc",""
03/02/1988 12:00:00,03/02/1988,30.30,25.60,70.00,70.00,"nc",""
04/02/1988 12:00:00,04/02/1988,30.60,23.60,58.00,58.00,"nc",""
05/02/1988 12:00:00,05/02/1988,32.20,27.80,74.00,74.00,"nc",""
06/02/1988 12:00:00,06/02/1988,32.20,26.70,65.00,65.00,"nc",""
07/02/1988 12:00:00,07/02/1988,27.80,26.10,89.00,89.00,"nc",""
08/02/1988 12:00:00,08/02/1988,31.10,27.20,77.00,77.00,"nc",""
09/02/1988 12:00:00,09/02/1988,31.70,26.90,70.00,70.00,"nc",""
10/02/1988 12:00:00,10/02/1988,30.60,26.10,73.00,73.00,"nc",""
11/02/1988 12:00:00,11/02/1988,32.20,26.90,68.00,68.00,"nc",""
12/02/1988 12:00:00,12/02/1988,33.60,26.10,55.00,55.00,"nc",""
13/02/1988 12:00:00,13/02/1988,32.20,26.70,65.00,65.00,"nc",""
14/02/1988 12:00:00,14/02/1988,32.20,27.20,68.00,68.00,"nc",""
15/02/1988 12:00:00,15/02/1988,33.10,26.40,60.00,60.00,"nc",""
16/02/1988 00:00:00,16/02/1988,0.00,0.00,0.00,0.00,"missing",""
17/02/1988 12:00:00,17/02/1988,32.50,26.90,65.00,65.00,"nc",""
18/02/1988 12:00:00,18/02/1988,32.50,26.10,62.00,62.00,"nc",""
19/02/1988 12:00:00,19/02/1988,32.50,26.40,62.00,62.00,"nc",""
20/02/1988 12:00:00,20/02/1988,30.60,26.70,76.00,76.00,"nc",""
21/02/1988 12:00:00,21/02/1988,32.20,27.20,68.00,68.00,"nc",""
22/02/1988 12:00:00,22/02/1988,31.10,27.20,77.00,77.00,"nc",""
23/02/1988 12:00:00,23/02/1988,26.70,25.80,96.00,96.00,"nc",""
24/02/1988 12:00:00,24/02/1988,31.10,25.60,64.00,64.00,"nc",""
25/02/1988 12:00:00,25/02/1988,28.30,25.60,82.00,82.00,"nc",""
26/02/1988 12:00:00,26/02/1988,28.10,25.80,85.00,85.00,"nc",""
27/02/1988 12:00:00,27/02/1988,30.60,23.30,55.00,55.00,"nc",""
28/02/1988 12:00:00,28/02/1988,29.40,24.40,66.00,66.00,"nc",""
29/02/1988 12:00:00,29/02/1988,27.80,23.30,71.00,71.00,"nc",""
01/03/1988 12:00:00,01/03/1988,32.20,24.70,54.00,54.00,"nc",""
02/03/1988 12:00:00,02/03/1988,29.40,23.90,63.00,63.00,"nc",""
03/03/1988 12:00:00,03/03/1988,34.40,27.20,58.00,58.00,"nc",""
04/03/1988 12:00:00,04/03/1988,31.10,26.70,73.00,73.00,"nc",""
05/03/1988 12:00:00,05/03/1988,32.20,26.70,65.00,65.00,"nc",""
06/03/1988 12:00:00,06/03/1988,32.20,26.70,65.00,65.00,"nc",""
07/03/1988 00:00:00,07/03/1988,0.00,0.00,0.00,0.00,"missing",""
08/03/1988 12:00:00,08/03/1988,32.80,25.00,54.00,54.00,"nc",""
09/03/1988 12:00:00,09/03/1988,33.30,26.70,60.00,60.00,"nc",""
10/03/1988 12:00:00,10/03/1988,27.80,25.00,82.00,82.00,"nc",""
11/03/1988 12:00:00,11/03/1988,33.30,25.00,52.00,52.00,"nc",""
12/03/1988 12:00:00,12/03/1988,32.20,26.70,65.00,65.00,"nc",""
13/03/1988 12:00:00,13/03/1988,32.20,26.70,65.00,65.00,"nc",""
14/03/1988 12:00:00,14/03/1988,33.90,25.60,52.00,52.00,"nc",""
15/03/1988 12:00:00,15/03/1988,32.80,25.60,57.00,57.00,"nc",""
16/03/1988 12:00:00,16/03/1988,33.30,26.10,57.00,57.00,"nc",""
17/03/1988 12:00:00,17/03/1988,28.90,25.60,78.00,78.00,"nc",""
18/03/1988 12:00:00,18/03/1988,31.70,27.80,77.00,77.00,"nc",""
19/03/1988 12:00:00,19/03/1988,33.90,32.20,90.00,90.00,"nc",""
20/03/1988 12:00:00,20/03/1988,33.90,31.10,83.00,83.00,"nc",""
21/03/1988 12:00:00,21/03/1988,32.20,27.20,68.00,68.00,"nc",""
22/03/1988 12:00:00,22/03/1988,31.10,25.00,61.00,61.00,"nc",""
23/03/1988 12:00:00,23/03/1988,33.30,26.10,57.00,57.00,"nc",""
24/03/1988 12:00:00,24/03/1988,32.20,25.60,60.00,60.00,"nc",""
25/03/1988 12:00:00,25/03/1988,31.10,26.10,67.00,67.00,"nc",""
26/03/1988 12:00:00,26/03/1988,32.20,26.70,65.00,65.00,"nc",""
27/03/1988 12:00:00,27/03/1988,32.20,26.70,65.00,65.00,"nc",""
28/03/1988 12:00:00,28/03/1988,32.20,26.10,62.00,62.00,"nc",""
29/03/1988 12:00:00,29/03/1988,27.80,25.00,82.00,82.00,"nc",""
30/03/1988 12:00:00,30/03/1988,31.70,27.20,73.00,73.00,"nc",""
31/03/1988 12:00:00,31/03/1988,31.70,25.60,61.00,61.00,"nc",""
01/04/1988 12:00:00,01/04/1988,32.20,26.70,65.00,65.00,"nc",""
02/04/1988 12:00:00,02/04/1988,32.20,26.70,65.00,65.00,"nc",""
03/04/1988 12:00:00,03/04/1988,32.20,26.70,65.00,65.00,"nc",""
04/04/1988 12:00:00,04/04/1988,30.00,25.60,73.00,73.00,"nc",""
05/04/1988 12:00:00,05/04/1988,33.30,26.70,60.00,60.00,"nc",""
06/04/1988 12:00:00,06/04/1988,32.20,27.20,68.00,68.00,"nc",""
07/04/1988 12:00:00,07/04/1988,32.80,25.00,54.00,54.00,"nc",""
08/04/1988 12:00:00,08/04/1988,33.30,27.20,63.00,63.00,"nc",""
09/04/1988 00:00:00,09/04/1988,0.00,0.00,0.00,0.00,"missing",""
10/04/1988 12:00:00,10/04/1988,26.70,23.90,81.00,81.00,"nc",""
11/04/1988 12:00:00,11/04/1988,27.20,26.10,92.00,92.00,"nc",""
12/04/1988 12:00:00,12/04/1988,34.40,26.10,53.00,53.00,"nc",""
13/04/1988 12:00:00,13/04/1988,31.70,25.00,59.00,59.00,"nc",""
14/04/1988 12:00:00,14/04/1988,31.70,24.40,56.00,56.00,"nc",""
15/04/1988 12:00:00,15/04/1988,32.20,27.80,74.00,74.00,"nc",""
16/04/1988 12:00:00,16/04/1988,29.40,26.70,82.00,82.00,"nc",""
17/04/1988 12:00:00,17/04/1988,32.20,26.70,65.00,65.00,"nc",""
18/04/1988 12:00:00,18/04/1988,32.20,27.20,68.00,68.00,"nc",""
19/04/1988 12:00:00,19/04/1988,31.70,27.20,73.00,73.00,"nc",""
20/04/1988 12:00:00,20/04/1988,34.40,27.80,61.00,61.00,"nc",""
21/04/1988 12:00:00,21/04/1988,34.40,26.70,56.00,56.00,"nc",""
22/04/1988 12:00:00,22/04/1988,33.30,27.20,63.00,63.00,"nc",""
23/04/1988 12:00:00,23/04/1988,32.20,26.70,65.00,65.00,"nc",""
24/04/1988 12:00:00,24/04/1988,32.20,26.70,65.00,65.00,"nc",""
25/04/1988 12:00:00,25/04/1988,32.20,25.60,60.00,60.00,"nc",""
26/04/1988 12:00:00,26/04/1988,32.20,26.70,65.00,65.00,"nc",""
27/04/1988 12:00:00,27/04/1988,33.30,26.10,57.00,57.00,"nc",""
28/04/1988 12:00:00,28/04/1988,31.10,26.70,73.00,73.00,"nc",""
29/04/1988 12:00:00,29/04/1988,32.20,26.70,65.00,65.00,"nc",""
30/04/1988 12:00:00,30/04/1988,32.20,26.70,65.00,65.00,"nc",""
01/05/1988 12:00:00,01/05/1988,32.20,26.70,65.00,65.00,"nc",""
02/05/1988 12:00:00,02/05/1988,33.90,28.90,68.00,68.00,"nc",""
03/05/1988 12:00:00,03/05/1988,33.30,29.40,77.00,77.00,"nc",""
04/05/1988 12:00:00,04/05/1988,28.30,26.70,89.00,89.00,"nc",""
05/05/1988 12:00:00,05/05/1988,30.00,27.20,83.00,83.00,"nc",""
06/05/1988 12:00:00,06/05/1988,26.70,25.60,92.00,92.00,"nc",""
07/05/1988 12:00:00,07/05/1988,28.30,28.30,100.00,100.00,"nc",""
08/05/1988 12:00:00,08/05/1988,26.70,26.70,100.00,100.00,"nc",""
09/05/1988 12:00:00,09/05/1988,31.10,27.20,77.00,77.00,"nc",""
10/05/1988 12:00:00,10/05/1988,31.70,30.60,93.00,93.00,"nc",""
11/05/1988 12:00:00,11/05/1988,26.10,25.60,96.00,96.00,"nc",""
12/05/1988 12:00:00,12/05/1988,27.20,27.20,100.00,100.00,"nc",""
13/05/1988 12:00:00,13/05/1988,26.70,26.10,96.00,96.00,"nc",""
14/05/1988 00:00:00,14/05/1988,0.00,0.00,0.00,0.00,"missing",""
15/05/1988 00:00:00,15/05/1988,0.00,0.00,0.00,0.00,"missing",""
16/05/1988 12:00:00,16/05/1988,32.80,27.80,68.00,68.00,"nc",""
17/05/1988 12:00:00,17/05/1988,32.20,27.80,74.00,74.00,"nc",""
